wknbr,s1,m1,b1,s2,m2,b2,s3,m3,b3,s4,m4,b4,s5,m5,b5,s6,m6,b6,s7,m7,b7,s8,m8,b8,s9,m9,b9,s10,m10,b10,s11,m11,b11,s12,m12,b12,s13,m13,b13,s14,m14,b14,s15,m15,b15,s16,m16,b16,s17,m17,b17,s18,m18,b18,s19,m19,b19,s20,m20,b20,s21,m21,b21,s22,m22,b22,s23,m23,b23,s24,m24,b24,s25,m25,b25,s26,m26,b26,s27,m27,b27,s28,m28,b28,s29,m29,b29,s30,m30,b30,s31,m31,b31,s32,m32,b32,s33,m33,b33,s34,m34,b34,s35,m35,b35,s36,m36,b36,s37,m37,b37,s38,m38,b38,s39,m39,b39,s40,m40,b40,s41,m41,b41,s42,m42,b42,s43,m43,b43,s44,m44,b44,s45,m45,b45,s46,m46,b46,s47,m47,b47,s48,m48,b48,s49,m49,b49,s50,m50,b50,s51,m51,b51,s52,m52,b52,s53,m53,b53,s54,m54,b54,s55,m55,b55
201214,2638.0,180.0,0.0,9893.0,6860.0,0.0,163307.0,68793.0,0.0,21300.0,11428.0,0.0,18706.0,9531.0,0.0,3224.0,645.0,0.0,0,0,0,0,0,0,413267.0,100491.0,0.0,57635.0,44613.0,0.0,7.0,-0.0,0.0,0,0,0,21044.0,10570.0,0.0,167875.0,78046.0,0.0,0,0,0,59029.0,20858.0,0.0,13244.0,3353.0,0.0,0,0,0,160229.0,34881.0,0.0,80803.0,36834.0,0.0,28749.0,13642.0,0.0,6967.0,4295.0,0.0,80221.0,46288.0,0.0,5085.0,0.0,0.0,52191.0,27406.0,0.0,5790.0,1683.0,0.0,2606.0,1496.0,0.0,17496.0,7664.0,0.0,0,0,0,929.0,471.0,0.0,79500.0,43145.0,0.0,64.0,35.0,0.0,45340.0,45340.0,0.0,5083.0,2150.0,0.0,89509.0,18027.0,0.0,0,0,0,0,0,0,28014.0,11799.0,0.0,1294.0,663.0,0.0,14308.0,12143.0,0.0,1069.0,558.0,0.0,482.0,278.0,0.0,367.0,231.0,0.0,0,0,0,304.0,210.0,0.0,0,0,0,45153.0,25208.0,0.0,1382.0,932.0,0.0,87012.0,38070.0,0.0,17021.0,9529.0,0.0,102.0,67.0,0.0,0,0,0,20369.0,4905.0,0.0,63649.0,35834.0,0.0,36394.0,21477.0,0.0
201215,1862.0,138.0,0.0,8392.0,5485.0,0.0,161756.0,66704.0,0.0,19440.0,10370.0,0.0,25452.0,12843.0,0.0,3779.0,756.0,0.0,10.0,7.0,0.0,0,0,0,334632.0,78094.0,0.0,58327.0,45209.0,0.0,42.0,13.0,0.0,9.0,5.0,0.0,16155.0,9157.0,0.0,149259.0,69255.0,0.0,0,0,0,113427.0,16502.0,0.0,11769.0,3330.0,0.0,0,0,0,170369.0,31802.0,0.0,86982.0,39976.0,0.0,24810.0,12267.0,0.0,23024.0,4531.0,0.0,61861.0,35751.0,0.0,5172.0,0.0,0.0,46367.0,24160.0,0.0,4462.0,1307.0,0.0,2696.0,1331.0,0.0,22576.0,10987.0,0.0,0,0,0,886.0,363.0,0.0,72770.0,40519.0,0.0,66.0,42.0,0.0,29213.0,29213.0,0.0,4614.0,2229.0,0.0,104843.0,21130.0,0.0,0,0,0,0,0,0,22259.0,9259.0,0.0,2051.0,1078.0,0.0,13890.0,11845.0,0.0,1048.0,601.0,0.0,1177.0,-1162.0,0.0,320.0,171.0,0.0,0,0,0,333.0,227.0,0.0,0,0,0,48067.0,24492.0,0.0,2363.0,1594.0,0.0,45963.0,24721.0,0.0,15597.0,8793.0,0.0,63.0,46.0,0.0,0,0,0,19633.0,4803.0,0.0,46377.0,24887.0,0.0,35161.0,19011.0,0.0
201216,2662.0,194.0,0.0,7880.0,5659.0,0.0,152007.0,65743.0,0.0,21086.0,11194.0,0.0,16319.0,8309.0,0.0,3308.0,662.0,0.0,12.0,9.0,0.0,0,0,0,347359.0,86205.0,0.0,57143.0,44288.0,0.0,0,0,0,69.0,23.0,0.0,16089.0,8806.0,0.0,146879.0,67834.0,0.0,0,0,0,55566.0,17048.0,0.0,9390.0,2659.0,0.0,0,0,0,153530.0,30970.0,0.0,86024.0,37295.0,0.0,19513.0,11437.0,0.0,7627.0,4003.0,0.0,62410.0,34838.0,0.0,3530.0,0.0,0.0,44608.0,24377.0,0.0,5431.0,1532.0,0.0,3328.0,1722.0,0.0,31910.0,11947.0,0.0,0,0,0,751.0,387.0,0.0,68911.0,37899.0,0.0,23.0,14.0,0.0,34984.0,34984.0,0.0,3772.0,1849.0,0.0,89071.0,18056.0,0.0,0,0,0,0,0,0,24710.0,10590.0,0.0,2457.0,1308.0,0.0,13993.0,11901.0,0.0,1195.0,720.0,0.0,332.0,428.0,0.0,296.0,158.0,0.0,0,0,0,207.0,123.0,0.0,0,0,0,35986.0,19360.0,0.0,1436.0,968.0,0.0,45514.0,21954.0,0.0,14813.0,8313.0,0.0,66.0,27.0,0.0,0,0,0,21060.0,4931.0,0.0,45276.0,25795.0,0.0,40364.0,21300.0,0.0
201217,2201.0,141.0,0.0,9986.0,6751.0,0.0,155833.0,66801.0,0.0,20996.0,11016.0,0.0,14145.0,7236.0,0.0,2492.0,498.0,0.0,0,0,0,0,0,0,371961.0,94283.0,0.0,59131.0,46112.0,0.0,0,0,0,32.0,14.0,0.0,22521.0,10997.0,0.0,163633.0,75211.0,0.0,4.0,-1.0,0.0,52729.0,19496.0,0.0,11697.0,2842.0,0.0,0,0,0,156313.0,31332.0,0.0,64393.0,31797.0,0.0,22579.0,13085.0,0.0,4420.0,2605.0,0.0,67660.0,37627.0,0.0,5860.0,0.0,0.0,46449.0,24255.0,0.0,5650.0,1657.0,0.0,4954.0,2008.0,0.0,14938.0,7275.0,0.0,0,0,0,752.0,2.0,0.0,80681.0,38514.0,0.0,30.0,12.0,0.0,31812.0,31812.0,0.0,10359.0,3741.0,0.0,104580.0,21172.0,0.0,0,0,0,0,0,0,27076.0,11739.0,0.0,2412.0,1251.0,0.0,13406.0,11370.0,0.0,1287.0,700.0,0.0,342.0,144.0,0.0,727.0,257.0,0.0,0,0,0,103.0,52.0,0.0,0,0,0,45818.0,24316.0,0.0,1185.0,800.0,0.0,65966.0,32151.0,0.0,16535.0,9118.0,0.0,68.0,15.0,0.0,0,0,0,21135.0,5386.0,0.0,57331.0,30236.0,0.0,37645.0,15169.0,0.0
201218,2056.0,112.0,0.0,9043.0,6135.0,0.0,161921.0,67215.0,0.0,24401.0,13142.0,0.0,13095.0,6703.0,0.0,2059.0,412.0,0.0,0,0,0,0,0,0,378331.0,91485.0,0.0,61624.0,47941.0,0.0,0,0,0,33.0,-63.0,0.0,23593.0,11283.0,0.0,160502.0,72768.0,0.0,39.0,33.0,0.0,110921.0,29707.0,0.0,14797.0,3311.0,0.0,0,0,0,157847.0,35738.0,0.0,75766.0,36391.0,0.0,24855.0,8967.0,0.0,4067.0,2220.0,0.0,72955.0,27969.0,0.0,2223.0,0.0,0.0,59290.0,32159.0,0.0,4930.0,1437.0,0.0,4427.0,1893.0,0.0,28804.0,10381.0,0.0,0,0,0,1192.0,-416.0,0.0,78856.0,28112.0,0.0,49.0,20.0,0.0,28432.0,28432.0,0.0,5507.0,2538.0,0.0,71879.0,14470.0,0.0,0,0,0,0,0,0,25476.0,10654.0,0.0,1840.0,680.0,0.0,14589.0,12383.0,0.0,1471.0,361.0,0.0,530.0,-100.0,0.0,492.0,-247.0,0.0,0,0,0,208.0,-534.0,0.0,21.0,15.0,0.0,67348.0,28715.0,0.0,1653.0,1104.0,0.0,50066.0,27097.0,0.0,17347.0,9505.0,0.0,143.0,-158.0,0.0,0,0,0,20028.0,4646.0,0.0,55201.0,30169.0,0.0,45454.0,-27487.0,0.0
201219,2843.0,170.0,0.0,10684.0,7578.0,0.0,193788.0,77650.0,0.0,32279.0,17865.0,0.0,14563.0,7524.0,0.0,2579.0,516.0,0.0,0,0,0,0,0,0,405003.0,98696.0,0.0,67407.0,52435.0,0.0,8.0,-2.0,0.0,23.0,-20.0,0.0,31741.0,14770.0,0.0,181292.0,79801.0,0.0,0,0,0,117363.0,35727.0,0.0,23319.0,3373.0,0.0,0,0,0,189926.0,44723.0,0.0,87776.0,40969.0,0.0,33102.0,18486.0,0.0,6358.0,3614.0,0.0,115181.0,60855.0,0.0,3073.0,0.0,0.0,88344.0,51073.0,0.0,5553.0,1610.0,0.0,4915.0,2071.0,0.0,36665.0,14609.0,0.0,0,0,0,887.0,318.0,0.0,117449.0,54616.0,0.0,19.0,10.0,0.0,27495.0,27495.0,0.0,7392.0,3138.0,0.0,82819.0,16787.0,0.0,0,0,0,0,0,0,25710.0,10817.0,0.0,1929.0,1016.0,0.0,16514.0,14078.0,0.0,1359.0,707.0,0.0,528.0,8.0,0.0,274.0,67.0,0.0,0,0,0,152.0,45.0,0.0,0,0,0,81396.0,34202.0,0.0,3766.0,2530.0,0.0,89913.0,43679.0,0.0,17973.0,9925.0,0.0,58.0,-7.0,0.0,0,0,0,21016.0,4086.0,0.0,90695.0,46320.0,0.0,43271.0,5462.0,0.0
201220,3581.0,233.0,0.0,13986.0,9823.0,0.0,221731.0,88595.0,0.0,38448.0,21445.0,0.0,20837.0,10724.0,0.0,2191.0,438.0,0.0,0,0,0,0,0,0,464979.0,120792.0,0.0,83340.0,64843.0,0.0,0,0,0,0,0,0,88581.0,25452.0,0.0,194617.0,86056.0,0.0,0,0,0,290534.0,60168.0,0.0,32622.0,4485.0,0.0,0,0,0,206433.0,42806.0,0.0,100630.0,52340.0,0.0,48576.0,29490.0,0.0,13202.0,7022.0,0.0,136814.0,79688.0,0.0,3870.0,0.0,0.0,114323.0,65811.0,0.0,7686.0,2243.0,0.0,9296.0,3172.0,0.0,41110.0,18934.0,0.0,0,0,0,1312.0,800.0,0.0,176024.0,78438.0,0.0,73.0,44.0,0.0,34856.0,34856.0,0.0,26493.0,6853.0,0.0,85902.0,17367.0,0.0,0,0,0,0,0,0,34002.0,14771.0,0.0,2516.0,1472.0,0.0,21283.0,18165.0,0.0,1421.0,714.0,0.0,453.0,192.0,0.0,440.0,221.0,0.0,0,0,0,56.0,-13.0,0.0,0,0,0,88191.0,43423.0,0.0,6509.0,4390.0,0.0,127440.0,58833.0,0.0,20931.0,11408.0,0.0,122.0,70.0,0.0,0,0,0,25511.0,4645.0,0.0,92059.0,48456.0,0.0,52210.0,24114.0,0.0
201221,2994.0,212.0,0.0,10329.0,7393.0,0.0,182643.0,74766.0,0.0,31701.0,17395.0,0.0,13386.0,6939.0,0.0,1090.0,218.0,0.0,0,0,0,0,0,0,430812.0,110057.0,0.0,71271.0,55386.0,0.0,0,0,0,8.0,-12.0,0.0,48185.0,19246.0,0.0,185405.0,82784.0,0.0,0,0,0,115350.0,33546.0,0.0,21453.0,4784.0,0.0,0,0,0,168837.0,39672.0,0.0,96990.0,47024.0,0.0,33282.0,20118.0,0.0,7750.0,4219.0,0.0,98137.0,54730.0,0.0,3164.0,0.0,0.0,75755.0,44580.0,0.0,7408.0,2133.0,0.0,4809.0,2113.0,0.0,48576.0,15403.0,0.0,0,0,0,1220.0,748.0,0.0,109103.0,55960.0,0.0,37.0,20.0,0.0,21657.0,21657.0,0.0,7352.0,2349.0,0.0,92029.0,18501.0,0.0,0,0,0,0,0,0,33733.0,14524.0,0.0,1158.0,646.0,0.0,18063.0,15395.0,0.0,991.0,572.0,0.0,198.0,105.0,0.0,249.0,128.0,0.0,0,0,0,94.0,-26.0,0.0,0,0,0,75828.0,36862.0,0.0,3744.0,2526.0,0.0,101286.0,43593.0,0.0,17920.0,9826.0,0.0,100.0,65.0,0.0,0,0,0,21312.0,4307.0,0.0,82011.0,38447.0,0.0,50304.0,26823.0,0.0
201222,4176.0,294.0,0.0,8874.0,6317.0,0.0,173589.0,70401.0,0.0,30149.0,16341.0,0.0,12191.0,6295.0,0.0,1163.0,233.0,0.0,0,0,0,0,0,0,407724.0,104621.0,0.0,67675.0,52138.0,0.0,0,0,0,0,0,0,24994.0,13445.0,0.0,179711.0,79151.0,0.0,2.0,-5.0,0.0,112252.0,29580.0,0.0,18490.0,4715.0,0.0,0,0,0,151673.0,37876.0,0.0,85868.0,42426.0,0.0,25585.0,15831.0,0.0,5694.0,3288.0,0.0,92543.0,53042.0,0.0,2844.0,0.0,0.0,54556.0,32361.0,0.0,7956.0,2301.0,0.0,4198.0,1986.0,0.0,29256.0,10678.0,0.0,0,0,0,522.0,352.0,0.0,87271.0,49010.0,0.0,4.0,2.0,0.0,27959.0,27959.0,0.0,8058.0,3314.0,0.0,81495.0,16423.0,0.0,0,0,0,0,0,0,29973.0,12558.0,0.0,1028.0,579.0,0.0,15839.0,13488.0,0.0,1113.0,621.0,0.0,338.0,151.0,0.0,216.0,118.0,0.0,0,0,0,148.0,94.0,0.0,0,0,0,67468.0,31966.0,0.0,3155.0,2125.0,0.0,101297.0,42847.0,0.0,17134.0,9311.0,0.0,172.0,130.0,0.0,0,0,0,23027.0,5010.0,0.0,69271.0,36880.0,0.0,47280.0,27174.0,0.0
201224,2937.0,219.0,0.0,8418.0,6001.0,0.0,164442.0,67024.0,0.0,22934.0,12693.0,0.0,12688.0,6601.0,0.0,0,0,0,0,0,0,0,0,0,438172.0,61581.0,0.0,63724.0,49066.0,0.0,0,0,0,0,0,0,23993.0,12688.0,0.0,176567.0,79084.0,0.0,0,0,0,86094.0,25747.0,0.0,15765.0,3541.0,0.0,0,0,0,152313.0,39410.0,0.0,74069.0,37089.0,0.0,30492.0,19107.0,0.0,8045.0,4861.0,0.0,81649.0,46714.0,0.0,3161.0,0.0,0.0,55360.0,31539.0,0.0,8652.0,2496.0,0.0,6749.0,2485.0,0.0,13658.0,6739.0,0.0,0,0,0,684.0,494.0,0.0,81017.0,43421.0,0.0,40.0,27.0,0.0,27941.0,27941.0,0.0,11679.0,2914.0,0.0,67146.0,13566.0,0.0,0,0,0,0,0,0,33910.0,14871.0,0.0,1197.0,671.0,0.0,15642.0,13292.0,0.0,631.0,304.0,0.0,186.0,145.0,0.0,139.0,93.0,0.0,0,0,0,171.0,81.0,0.0,0,0,0,64145.0,32171.0,0.0,2902.0,1957.0,0.0,75450.0,37504.0,0.0,23966.0,13246.0,0.0,94.0,66.0,0.0,0,0,0,21802.0,4624.0,0.0,62430.0,34100.0,0.0,39104.0,22612.0,0.0
201225,2955.0,193.0,0.0,8227.0,5704.0,0.0,166261.0,66862.0,0.0,25043.0,14074.0,0.0,11702.0,6052.0,0.0,0,0,0,7.0,5.0,0.0,0,0,0,404775.0,95287.0,0.0,63626.0,49163.0,0.0,0,0,0,0,0,0,28257.0,13237.0,0.0,174825.0,78652.0,0.0,0,0,0,78452.0,23670.0,0.0,12493.0,3240.0,0.0,0,0,0,181610.0,38577.0,0.0,73091.0,38640.0,0.0,29013.0,18008.0,0.0,5334.0,3190.0,0.0,80102.0,45230.0,0.0,2388.0,0.0,0.0,56455.0,31792.0,0.0,5777.0,1682.0,0.0,7854.0,2059.0,0.0,15387.0,6485.0,0.0,0,0,0,426.0,308.0,0.0,82245.0,44801.0,0.0,66.0,44.0,0.0,24653.0,24653.0,0.0,6526.0,2329.0,0.0,65152.0,13202.0,0.0,0,0,0,0,0,0,31204.0,13194.0,0.0,957.0,523.0,0.0,15398.0,13092.0,0.0,635.0,385.0,0.0,296.0,228.0,0.0,156.0,91.0,0.0,0,0,0,59.0,13.0,0.0,0,0,0,67149.0,32634.0,0.0,2213.0,1496.0,0.0,95213.0,44246.0,0.0,31860.0,18331.0,0.0,67.0,48.0,0.0,0,0,0,25423.0,5439.0,0.0,68534.0,37030.0,0.0,39545.0,22193.0,0.0
201226,1654.0,103.0,0.0,8870.0,5826.0,0.0,148557.0,61035.0,0.0,24100.0,13011.0,0.0,12345.0,6459.0,0.0,0,0,0,0,0,0,0,0,0,373788.0,100829.0,0.0,60812.0,47087.0,0.0,0,0,0,43.0,12.0,0.0,19568.0,10095.0,0.0,164196.0,74291.0,0.0,0,0,0,106462.0,28480.0,0.0,10787.0,2193.0,0.0,0,0,0,150441.0,36700.0,0.0,101344.0,44345.0,0.0,27053.0,16585.0,0.0,5333.0,3327.0,0.0,80150.0,46307.0,0.0,4929.0,0.0,0.0,45636.0,26676.0,0.0,5422.0,1618.0,0.0,3536.0,1200.0,0.0,18203.0,7216.0,0.0,0,0,0,770.0,543.0,0.0,66018.0,36185.0,0.0,125.0,67.0,0.0,20751.0,20751.0,0.0,3126.0,1338.0,0.0,63177.0,12727.0,0.0,0,0,0,0,0,0,37348.0,16381.0,0.0,1058.0,596.0,0.0,15151.0,12855.0,0.0,1001.0,558.0,0.0,189.0,113.0,0.0,111.0,70.0,0.0,0,0,0,0,0,0,0,0,0,52577.0,28009.0,0.0,2690.0,1815.0,0.0,63734.0,33920.0,0.0,34522.0,20321.0,0.0,0,0,0,0,0,0,20758.0,4042.0,0.0,70910.0,40039.0,0.0,37665.0,21458.0,0.0
201227,1648.0,109.0,0.0,9002.0,6264.0,0.0,168109.0,68595.0,0.0,23467.0,12783.0,0.0,12812.0,6704.0,0.0,0,0,0,0,0,0,0,0,0,468174.0,124956.0,0.0,68343.0,52952.0,0.0,0,0,0,0,0,0,21660.0,11941.0,0.0,187972.0,83585.0,0.0,0,0,0,85492.0,24280.0,0.0,12691.0,1516.0,0.0,0,0,0,171510.0,43212.0,0.0,102116.0,47170.0,0.0,34901.0,18165.0,0.0,6819.0,3995.0,0.0,90888.0,51959.0,0.0,3306.0,0.0,0.0,56325.0,32558.0,0.0,6560.0,1936.0,0.0,2448.0,1304.0,0.0,18478.0,7135.0,0.0,0,0,0,600.0,400.0,0.0,81782.0,41938.0,0.0,135.0,80.0,0.0,29021.0,29021.0,0.0,4514.0,1941.0,0.0,66039.0,13378.0,0.0,0,0,0,0,0,0,40155.0,17436.0,0.0,1164.0,650.0,0.0,16899.0,14365.0,0.0,726.0,417.0,0.0,172.0,104.0,0.0,145.0,87.0,0.0,0,0,0,69.0,5.0,0.0,0,0,0,53351.0,29396.0,0.0,2616.0,1765.0,0.0,66370.0,37520.0,0.0,106624.0,51970.0,0.0,0,0,0,0,0,0,22142.0,4689.0,0.0,73528.0,41892.0,0.0,39857.0,19892.0,0.0
201228,2840.0,180.0,0.0,8833.0,6211.0,0.0,173871.0,70410.0,0.0,26002.0,14432.0,0.0,15228.0,7923.0,0.0,0,0,0,0,0,0,0,0,0,450348.0,123883.0,0.0,70935.0,55010.0,0.0,0,0,0,0,0,0,30188.0,14399.0,0.0,185259.0,81255.0,0.0,0,0,0,88910.0,21763.0,0.0,12883.0,3147.0,0.0,0,0,0,175048.0,46793.0,0.0,106442.0,48095.0,0.0,31776.0,17979.0,0.0,8723.0,4947.0,0.0,94934.0,52694.0,0.0,2491.0,0.0,0.0,61889.0,36290.0,0.0,6600.0,1936.0,0.0,2547.0,1260.0,0.0,27419.0,9863.0,0.0,0,0,0,659.0,418.0,0.0,85479.0,44112.0,0.0,119.0,73.0,0.0,25965.0,25965.0,0.0,3945.0,1177.0,0.0,66878.0,13510.0,0.0,0,0,0,0,0,0,37670.0,16374.0,0.0,1083.0,613.0,0.0,17345.0,14740.0,0.0,967.0,517.0,0.0,279.0,200.0,0.0,152.0,98.0,0.0,0,0,0,59.0,27.0,0.0,0,0,0,65527.0,33483.0,0.0,2845.0,1919.0,0.0,65400.0,37406.0,0.0,128721.0,68362.0,0.0,21.0,14.0,0.0,0,0,0,20649.0,4974.0,0.0,66818.0,37450.0,0.0,41671.0,19303.0,0.0
201229,2468.0,169.0,0.0,11848.0,7734.0,0.0,169155.0,68816.0,0.0,25173.0,14007.0,0.0,16326.0,8580.0,0.0,0,0,0,5.0,3.0,0.0,0,0,0,470184.0,132559.0,0.0,72609.0,56204.0,0.0,0,0,0,0,0,0,25783.0,12772.0,0.0,179886.0,79605.0,0.0,0,0,0,85259.0,23242.0,0.0,13034.0,3174.0,0.0,0,0,0,173526.0,45473.0,0.0,93864.0,43331.0,0.0,40024.0,19676.0,0.0,7786.0,4643.0,0.0,104461.0,54187.0,0.0,6193.0,0.0,0.0,69629.0,40519.0,0.0,7268.0,2149.0,0.0,1790.0,936.0,0.0,34036.0,9843.0,0.0,0,0,0,847.0,524.0,0.0,101282.0,49569.0,0.0,81.0,52.0,0.0,29509.0,29509.0,0.0,4111.0,1458.0,0.0,100870.0,20301.0,0.0,0,0,0,0,0,0,40389.0,17687.0,0.0,1131.0,547.0,0.0,18287.0,15523.0,0.0,1337.0,723.0,0.0,240.0,172.0,0.0,125.0,75.0,0.0,0,0,0,46.0,7.0,0.0,0,0,0,65642.0,28876.0,0.0,3281.0,2213.0,0.0,69102.0,37473.0,0.0,120081.0,54743.0,0.0,111.0,76.0,0.0,0,0,0,23658.0,5980.0,0.0,76957.0,41420.0,0.0,39306.0,20675.0,0.0
201230,2195.0,146.0,0.0,9574.0,6488.0,0.0,159397.0,64578.0,0.0,27242.0,14760.0,0.0,14526.0,7635.0,0.0,0,0,0,0,0,0,0,0,0,458615.0,116064.0,0.0,69354.0,53596.0,0.0,0,0,0,0,0,0,22927.0,12162.0,0.0,180433.0,79720.0,0.0,30.0,14.0,0.0,187525.0,33742.0,0.0,10755.0,2562.0,0.0,0,0,0,162890.0,41719.0,0.0,101222.0,43120.0,0.0,29323.0,16225.0,0.0,7915.0,4542.0,0.0,100686.0,55213.0,0.0,3111.0,0.0,0.0,67319.0,39779.0,0.0,6798.0,2039.0,0.0,2435.0,1328.0,0.0,25348.0,7856.0,0.0,0,0,0,601.0,334.0,0.0,95639.0,45473.0,0.0,55.0,36.0,0.0,20370.0,20370.0,0.0,1781.0,637.0,0.0,67737.0,13660.0,0.0,0,0,0,0,0,0,39083.0,17364.0,0.0,1044.0,545.0,0.0,17601.0,14945.0,0.0,1448.0,814.0,0.0,356.0,245.0,0.0,201.0,142.0,0.0,0,0,0,8201.0,6042.0,0.0,0,0,0,66925.0,31051.0,0.0,4575.0,3089.0,0.0,52081.0,29162.0,0.0,58922.0,31857.0,0.0,3.0,-8.0,0.0,0,0,0,22529.0,5550.0,0.0,69977.0,38324.0,0.0,39086.0,20584.0,0.0
201231,1534.0,98.0,0.0,9914.0,6960.0,0.0,156648.0,63773.0,0.0,25797.0,14319.0,0.0,14574.0,7623.0,0.0,0,0,0,0,0,0,0,0,0,485619.0,-44604.0,0.0,64825.0,49966.0,0.0,0,0,0,0,0,0,30423.0,13803.0,0.0,175291.0,78071.0,0.0,18.0,12.0,0.0,155691.0,31994.0,0.0,13203.0,3627.0,0.0,0,0,0,156438.0,40579.0,0.0,94874.0,39475.0,0.0,24359.0,14528.0,0.0,7336.0,4232.0,0.0,87229.0,48159.0,0.0,6671.0,0.0,0.0,54350.0,31759.0,0.0,7257.0,2147.0,0.0,2745.0,1277.0,0.0,27230.0,7927.0,0.0,0,0,0,542.0,309.0,0.0,74623.0,39524.0,0.0,0,0,0,21306.0,21306.0,0.0,4817.0,1755.0,0.0,64813.0,13206.0,0.0,0,0,0,0,0,0,38736.0,16915.0,0.0,891.0,294.0,0.0,15767.0,13360.0,0.0,1232.0,617.0,0.0,336.0,230.0,0.0,131.0,91.0,0.0,0,0,0,12004.0,9020.0,0.0,0,0,0,52345.0,27412.0,0.0,4134.0,2809.0,0.0,77592.0,34627.0,0.0,30325.0,17618.0,0.0,54.0,36.0,0.0,7.0,6.0,0.0,23711.0,5922.0,0.0,70095.0,37657.0,0.0,42384.0,14793.0,0.0
201233,1813.0,114.0,0.0,9379.0,6842.0,0.0,163481.0,66648.0,0.0,26372.0,14718.0,0.0,14621.0,7513.0,0.0,0,0,0,0.0,-8.0,0.0,0,0,0,468974.0,-242223.0,0.0,64598.0,50089.0,0.0,0,0,0,68.0,19.0,0.0,42642.0,17198.0,0.0,177263.0,78877.0,0.0,0,0,0,73376.0,23536.0,0.0,11532.0,3260.0,0.0,0,0,0,166243.0,42308.0,0.0,106831.0,42605.0,0.0,23030.0,11602.0,0.0,6727.0,3872.0,0.0,76548.0,36031.0,0.0,3799.0,0.0,0.0,43157.0,23850.0,0.0,7950.0,2321.0,0.0,11288.0,2869.0,0.0,25131.0,7135.0,0.0,0,0,0,636.0,341.0,0.0,68946.0,34526.0,0.0,50.0,22.0,0.0,32989.0,32989.0,0.0,2549.0,1049.0,0.0,95460.0,19227.0,0.0,0,0,0,0,0,0,33928.0,14832.0,0.0,1167.0,271.0,0.0,15442.0,13144.0,0.0,1137.0,526.0,0.0,447.0,157.0,0.0,152.0,91.0,0.0,0,0,0,12321.0,9247.0,0.0,0,0,0,49884.0,27731.0,0.0,2677.0,1806.0,0.0,98794.0,38859.0,0.0,20110.0,11707.0,0.0,31.0,22.0,0.0,22.0,17.0,0.0,25538.0,6405.0,0.0,64783.0,33449.0,0.0,47523.0,5295.0,0.0
201234,1765.0,117.0,0.0,10414.0,7435.0,0.0,163805.0,67448.0,0.0,25686.0,13944.0,0.0,15178.0,7768.0,0.0,0,0,0,0,0,0,0,0,0,449902.0,-351796.0,0.0,68823.0,53351.0,0.0,0,0,0,13.0,4.0,0.0,43870.0,16750.0,0.0,181392.0,80029.0,0.0,0,0,0,130085.0,30577.0,0.0,16883.0,3949.0,0.0,0,0,0,164994.0,43897.0,0.0,98039.0,40007.0,0.0,23637.0,12729.0,0.0,6250.0,3594.0,0.0,70867.0,35707.0,0.0,4619.0,0.0,0.0,48716.0,24831.0,0.0,7204.0,2080.0,0.0,6353.0,1799.0,0.0,35069.0,7244.0,0.0,0,0,0,570.0,259.0,0.0,77812.0,38231.0,0.0,44.0,16.0,0.0,41534.0,41534.0,0.0,2976.0,1199.0,0.0,69652.0,14083.0,0.0,0,0,0,0,0,0,31755.0,13741.0,0.0,1193.0,300.0,0.0,15533.0,13205.0,0.0,989.0,446.0,0.0,301.0,120.0,0.0,110.0,15.0,0.0,0,0,0,15766.0,11842.0,0.0,0,0,0,55552.0,30049.0,0.0,4371.0,2948.0,0.0,67701.0,30527.0,0.0,20687.0,11974.0,0.0,21.0,14.0,0.0,22.0,17.0,0.0,26298.0,6656.0,0.0,58526.0,31733.0,0.0,36128.0,6816.0,0.0
201235,1762.0,108.0,0.0,8940.0,6204.0,0.0,172692.0,70390.0,0.0,25180.0,13574.0,0.0,14965.0,7411.0,0.0,0,0,0,0,0,0,0,0,0,448755.0,-310603.0,0.0,67008.0,51773.0,0.0,0,0,0,101.0,30.0,0.0,27723.0,13091.0,0.0,187086.0,83778.0,0.0,9.0,6.0,0.0,107430.0,27909.0,0.0,18670.0,4958.0,0.0,0,0,0,166761.0,43095.0,0.0,98032.0,39982.0,0.0,26032.0,14134.0,0.0,7247.0,4480.0,0.0,68146.0,34003.0,0.0,3244.0,0.0,0.0,49212.0,24133.0,0.0,6812.0,1958.0,0.0,2452.0,1066.0,0.0,38128.0,8860.0,0.0,0,0,0,855.0,227.0,0.0,80884.0,38191.0,0.0,32.0,9.0,0.0,25057.0,25057.0,0.0,2147.0,672.0,0.0,58385.0,11835.0,0.0,0,0,0,0,0,0,30823.0,13428.0,0.0,1042.0,461.0,0.0,16193.0,13739.0,0.0,1405.0,619.0,0.0,398.0,116.0,0.0,152.0,40.0,0.0,0,0,0,20974.0,14124.0,0.0,0,0,0,72439.0,38503.0,0.0,2822.0,1904.0,0.0,49876.0,26936.0,0.0,21026.0,12272.0,0.0,29.0,20.0,0.0,15.0,11.0,0.0,27748.0,6754.0,0.0,62554.0,33297.0,0.0,34980.0,7953.0,0.0
